anime_id,name,genre,type,episodes,rating,members
23233,Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12,7.11,172321
8630,Hidan no Aria,"Action, Comedy, Romance, School",TV,12,7.13,171888
9656,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,8.17,171866
202,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,7.93,171863
32542,Sakamoto desu ga?,"Comedy, School, Seinen",TV,12,7.67,171452
16011,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",TV,24,7.8,171384
72,Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,12,8.21,171086
66,Azumanga Daioh,"Comedy, School, Slice of Life",TV,26,8.06,170901
16524,Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13,7.64,170754
11433,Ano Natsu de Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,7.7,169718
154,Shaman King,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,64,7.83,169517
30544,Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.14,168657
31442,Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,13,7.03,168482
10161,No.6,"Action, Sci-Fi",TV,11,7.76,168017
1726,Devil May Cry,"Action, Demons, Fantasy",TV,12,7.15,166398
136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62,8.48,166255
32729,Orange,"Drama, Romance, School, Sci-Fi, Shoujo",TV,13,7.78,165358
384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335
2104,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26,7.95,165008
20853,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,12,7.47,164510
14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,164445
1943,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,8.15,163308
1530,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24,8.17,163171
7647,Arakawa Under the Bridge,"Comedy, Romance, Seinen",TV,13,7.71,162622
31580,Ajin,"Action, Horror, Mystery, Seinen, Supernatural",TV,13,7.78,160972
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",Special,1,8.14,160423
21431,Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899
21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12,7.9,159793
